s-hash,artist,song,count
6c33f3ea0c202ddc8096cc99958718a0db51251e0ba05e268ba2ca220071c266,"Mac Miller","100 Grandkids",1
3ad238f2daa67f29951930c5ae288746941d0274ab1acc3cc68954c45d8a77fe,Timbaland,UFO,1
a1aa7f1ef24bf8077ab311f6799ee3ef46f62b1950b72e7abc99feaff3f6e35f,N.W.A.,"Fuck Tha Police",1
7d403f04c7acbcaa98c7280a47240a9e8de54a88cebaf03d7288057da90fda10,Kehlani,Alive,1
99640cc61fc5495d4f83ae5d1180b8748ec3bca6d84f90a84eb3034a9a6881cb,Suede,Outsiders,2
7f81637cb9ab409318ffbde051646bd8434f8aa51b608b68ec926593f6373739,"Lil' Kleine & Ronnie Flex","Drank and drugs",4
ca4b3fe4c0157d757f0a703d7b48b939264fc273f6e1a83fde9fe9fd8d88390d,"Dimitri Vegas & Like Mike & Ummet Ozcan","The Hum (short edit)",10
72f5dbba76be7a3eafe1cd48a6d0c17da8af5857c8ec3aa24e8a575eec2c2037,"Broiler & Tish Hyman","Fly by night",6
5ce2ddc35730031676db2aef1c40ee0b10f4f535a76a442f3aada146f51296c2,"Aluna Francis & Disclosure","White noise",2
74ef050e68c229bbee9a4efded442d07d995ad595d81827e53adf58fd963d937,"Sofi Tukker",Drinkee,8
2549a5ab10530eeafc61bd6c309cbce9476c743e1c3d145376dd2fc68687a01e,Dvbbs,"Never leave",2
3d384588d91672be91fd9da66d2a4cca9770c0ab9c68b18fad531b0a73d2227e,"Flosstradamus & Sizzy Rocket & Run The Jewels","Don't trip",1
209be789a038949c1b14fca058b17148d1699841420d0e261bc8c83e792d8542,"Candy Brooke","Rubber band stacks",1
495df973cae3baaccece475dba92eb65338588cece918855307e79e6798d7369,"Netsky & Beth Ditto","Running low",2
bc0ebc46e5ad8fb44eb705a2539e4fbca22e93543b1dc951a51f948b51afc772,"Rudimental & Dizzee Rascal","Love ain't just a word",2
4b3237e17b38f552f532b3339e0e4b0293ae5d2306f19bea535c74fd8ad06b93,Huoratron,"SS Troopers",3
cacf3bfcfaf05f6ca2a3aa7f9e0554a8bd99800a541d9594d72b26dd0c3d6eef,Tirzah,"Make it up",1
b125ba7ffc8b0da58a994f6f7d1878e0a2aba0b8c996a3cb0a809ff38d710a0a,"Ofelia K",Gone,5
3ac421b650477d9142dc097baacc35c6e164f3e6841617cba5037d153420ac9a,"Maroon 5",Feelings,119
607a806dc52151698e09dc3c98d96f41086a3ca2a80f6e829a7d652fa5108ffc,"Min stora sorg","Allt Skit Kommer Tillbaka",2
facde38409ff3da9e454622c82e94064e5ca9b4992032edd2dd22ba9e10677c9,"Rick Ross feat. Chris Brown",Sorry,1
94d68f6c6dadf38f825bf686888cd809ac6e7268326ba6f07c10eecd9b4822da,"Hailee Steinfeld","Love myself",178
2272b558772749b55e28127ec6dd248279fe9817014d4b77934899534b381661,"Demi Lovato",Confident,212
673ef0cd70b0335bc3a88e36a90dd88000cf9349443cb8a59d48a834ee9aeea5,"5 Seconds of Summer","Hey Everybody",1
bf09b76105f45c9170aa6c2c89f114e53f957efcb8885e49a17604b950432be2,Trivium,"The Ghost That's Haunting You",1
1d3ca6b46131a7c84de4073dfb5563b3b3b3b1104b2824714335df2a3922a417,"The Dead Weather","Rough Detective",1
369680231b606b267e4d965351f3b0773b2abfe037928c9f3f34aaeabb0df5bd,"The Garden","All Smiles Over Here",1
b80b89a9d0fe7309d6f818aec40fc170f76f7aeeb25c235942f0ed94e3e76e80,Djurparken,"Somnar Full, Vaknar Tom",1
3aad9919c200b839677da4163346eb54f0be8300eb8b2882a6a2e0e083cc1883,"Selena Gomez","Kill Em With Kindness",111
0b241fa61f4d049b816dd693b1cc17174ab7467379a71c6816e46cf1bdf95489,"In Flames","Sounds Of A Playground Fading",1
7f0bb8741222ab114345f2724a5733c1d87ce3bef2c799db455ccc968c1fbb5e,"Disorder & Hookie",Rumble,1
ed7df530f29ef86cf19e6932276bad96975a10d6516e90acb4fb388da7f2028c,"Melissa Horn","Du Går Nu",10
749c0f361380fe97f19214eba77166f7dbd26c2dc4bb04ea73a7dbff22f8ed44,"Paradise Lost","The Last Time",1
762891eadefc2406f61e3c4cfcc875e09e013a9faae270d440b7ff3cd7ecf0d6,Fufanu,"Your collection (Nick Zinner remix)",3
a6b455c90453e16bad6ca0c67109ffefca7aad608dd417d1a76f2fd8c25af1b0,"John Carpenter","Night (Zola Jesus & Dean Hurley remix)",1
c04ad1eb3272a2cd22dcd07189ab699c269cf8d7fa17134cc1421aab22a874c1,"Majical Soundz","Silver car crash",1
b067124c5ef0b6d3ea0ca9975d606cb3ee7141d4081a7d624fa94a01dd9fd6fb,Leisure,"Take it to the top",1
b6b8f979a6f487198f3d29eba222617548787fdc6beeadf041538cd75184baa6,"Chet Faker","Bend (D-Pulse remix)",1
85ef4cddfb954243663c08e94bd03f88bc50f5e2c5ecf92a5f2d1acbd216debc,Satchmode,"Never gonna take you back (Lefti remix)",1
cec5421a7e011547e8b7488656bb7af5cb90eef6f4d1b190e53113bdfdeb7699,"Son Little","Nice dreams",1
2e76469e070df5cf478f63c82eb61c1711dd97e44462e7830c67f2cb37931ac8,"Catz 'n Dogz","They frontin' feat. Monty",1
d5a2fff754c47b95012f03bd69794130deb19f31dfe75012506bda94ebd12bb3,"Catz 'n Dogz","Get it right",1
59f0b33cd003fe66deaca273ad82493596c945cec825d094b223511ed1612410,"Special Request",Amnesia,7
9512b0234b1bdc283c13e7479485e2546098b89043b20cbf47ba27260dd9b33a,Betoko,"U so fine (Vanilla Ace & Barber remix)",1
54f477449c63fac52483967802e90490a2bfbd6c3d02fb0aae9799e94bfc7d9c,"X Ambassadors","Renegade (Great Good Fine Ok remix)",1
be9522c4beebdf97128c4668f31894e366a5d7ae9f1d2d0f075ad40a8066b5e3,"Majical Cloudz",Heavy,1
2bab8e7cb8fb1434c0b1e9324d3ffc4546a932353b72aa0dc09ded66a01764dd,"Elohim X Casey Veggies","All that gold",1
772c5fd260ac394732e79df0efcaa7846aba0feb030d662f345113acba03b13e,"Presence Of Mind","Brittle bones (Syn Q remix)",1
09ce72a7ed54e26983db9e8c35843ed2657e8b730438da7d99b1b1ace55071ff,Disclosure,"Jaded (instrumental)",1
d358193528dc524d7fdf15b3c2c9517c783e9b65909276fa94d17926b6a288f3,"Maribou State","Wallflower (Ross from Friends remix)",2
b0c191011bd849059ef245d289f631b094cffe0b6b69cb68dc65cb5ffae27d84,"Maribou State","The Clown feat. Pedestrian (Axel Boman Remix)",1
86a3abf555e3c01b9c3334daca957abc989b6de3d12ced5984c048f53f23a2a8,"Billy & DJOKO","Do me right (Original mix)",1
2bc328fbd4ccd093b4a679984be7c9912453055ca70d417c266783c041d3a778,"The Juan Maclean","A simple design (Magic Touch remix)",1
4ba8c6fe762541ee85d222ca0980e529bf9353a96f4104bfe34f6c667e6eef61,"Kernkraft 400","Zombie nation (ÉR edit)",1
05051ac656a7e4fe556e2cfe35781ede73eaa2aeb50664e1a5f667259b33ab17,"Satellite Young","Geeky boyfriend (Synth pop remix)",1
9ac2bd24b0d67350ea9dead17b003f02bb34a0cdea8b47bc5f0bd764df378e8a,"Glass Animals & Joey Bada$$","Lose Control",1
90943c4c1f85047929a8156f04ce406b1e83f8e40c4fc536f05a9a36c63a8254,Mavrick,Remedy,1
78fe6f409e0da1061e24656d125d39821d408354c3ff4bc7917ff56824a9a723,CazziOpeia,"Here We Go Again",1
abd79636fd15bdd8522fce5ccee508d6b49be087588bc01f40d8e39047a85e1d,Cheek,Sillat,1
b3a7cea33ac149ec2cbad7caa4b97aec61857b0feff737ffc0933ec84e507a15,IAMX,"Say Hello Melancholia",2
86780d535394ba9cd6af4a9199c03aa7b9fc2b5a4476546161e16d5ba9d98539,"Vilma Alina","Tulevaisuuden Lupauksii",1
11c0dd33c5306abddcf6d39d672192a6bdfb90131e076e42a01ae2c6dc66e2c3,Lucifer,"Purple Pyramid",1
cad3ee9182dc54637441ccaa0143093e8c24247ebcb47a43e6e5e4c7d0ce7ce8,"Nick Brewer","Talk To Me",2
66d041773376c80d24f46ce87874698cbb5805c1407823aa3fd694bc2d94551d,"Sigma & Diztortion",Redemption,1
47bf8acd35bdd599c05a5931ce7cc10a6e33ee8f4e67eb79eb8068a0e28bdd76,"The Garden","Everything Has A Face",1
a311bda17227c95995482a27048aaf18cd7f341d20ca503721b28946b362e767,"Chain Wallet",Shade,1
65263da486fdf059f46536f327d1ddfe391c115a2abee67133f09d1058f6ef44,Peaches,"I Mean Something feat. Feist",1
bb8b31d3e4bcb99fab1c32537793d4e6e1e26986e72ed5a556df6bd3317cd9b1,"Have You Ever Seen The Jane Fonda Aerobic VHS","Teenage Is Cool, Man!",1
25815573ccf70a1c7007463f32639ea505fe73fc35aff6321bc3b7e4f8e8e825,View,"Lace feat. LCMDF",1
62edb2637d92914211b06063640a90609360e7fe685feca6ec845a033cafe8f9,Hisser,Forget,1
a36bf3fddb265383df94d111e6c7c29954f861e43e84d2ecd125ffe932ac2a5d,Cityman,Frequencies,1
649324df1075e64fe31847d17d885a042fdd6c9b47817e0ec7356d028900d3a5,Vesta,Anteeksi,1
3c91d6630b97449aee2f3f401b0510514d219513547f7fb86e0f314f8262ced1,Rainbowlickers,"All The Best Girls Are Boys",1
9985fba8a9c9e3dc72eb322458480e668ecada1a4b5372a93d96aeddbdd57956,Folkhälsan,"Wrecking Ball",1
b110f22d9dba8f34b516879b667cc006aea3767ab016695f5f1eba43fc651af4,"Mura Masa","Love For That feat. Shura",2
6aa99eb77ec8d01a11df511a4e3469b5de17ae81c5efb42560a74cbe41951545,Draama-Helmi,Ginirynnäkkö,1
d343c24cf6b9a03b994feda53ab0a7bdc567bd558cc4e1dde22ec79a6673330b,Keiska,"You Remind Me Of Something",1
af76969fcb050c6e2d111ce7e212d5280a0ce2dca7377995566a04e26cddf2ae,Sophie,MSMSMSM,1
2feab0975d42d69f36623a685e1d8c2847cb02c898a78e6c86eee4f5f70a50ce,"Frida Scar",Vi,1
35c7c6c605315f27f304a56d1bc687b5d4dff23b1080dbc1f33e74dac3080813,"Rebecca & Fiona",Sayonara,4
70895f2019e7d138c51d4ec7d488bf57e7f6921610b86446a0bae512d5b5aa94,"Soho Rezanejad","Catch The Girl",1
883165b35706aea7041a6535ec2de2a6dc4ba33f9529a80412276ca4efea4bd8,"Kill J","You're Good But I'm Better",1
eb68ad6c8b62378975ccc773178fe517412ba33ce52e5295e7a161694807824e,"Christina Novelli","Same Stars",1
9882f73384e2f3a940c92a7b2ef4231dbee6bc53586eecc1724ff4996d1c1648,Audien,"Something Better",1
244db38e34df27ee3bfda5f499cf75f2074c7ff0666a58dbb792a8c7cca9d5f6,"Bomba Estereo & Will Smith",Fiesta,1
28a92864b7660cf27f728f2789ba2491ba5f7c9dd4ff5574606e6fc05be23971,"Meghan Trainor","Better When I'm Dancing",1
4c497742c150f55dc7bbec06bf63f74ff9c4fe0bf068dac3ad858f9d78e9b41f,"Big Grams","Goldmine Junkie",2
d2a3a3a5cc4b53f0da880d493af5f35f6da16c61c5f2b6dacfd81ba7b26e2c2e,TEIP,Friendzone,1
c258f90d3e4de0c0983fd6397e13ecd48ae075127ce41a36713ecf194a2da86e,"Haloo Helsinki","Go Saimaa",1
45859d9f56f4bdef74ac2434eb318a1f554b3b2620a0e00fdbc52a021557ffa3,Galavant,"Sing This Song",1
a4ba9de2d2e948d46f784f2533fa5e21b72906ff444af84cf916599a7ceb4731,"Jarryd James","Sell It To Me",1
192a09406c60ffd54435daa27479ca1e6249f652ea61f3b368cbfbf51e0ce952,Shining,"Burn It All",1
a8760485b65438f4919825b8f1491c164a1518c9a3346ab48da84236ccb7bda8,"Elliphant & Big Freedia","Club now skunk",6
82558622a018feeaea7e3dcffd882b3c2b12fbc0864f7f5f4c8adc0aaaa7788e,"Frankie Goes To Hollywood",Relax,1
435e5e7c50918ba28fba143191c4c4b22891ed4e06114aa0eab70c1210149069,"Bad Religion","21st century (digital boy)",2
7134bef4250edb84a6f6d5cbb535c2a5b96efc8d9b72cc4bdaf29166d69b9a8c,"Uriah Heep","Lady in black",1
7966c652e9fe389c37ccb3d35cbeae8f84650eb6fae720f26d82669e399989d3,"Broken Back","Happiest man on earth",6
6dc918f28ddbb3b42b8ef108abdbb4e9b6e5449f74d217199f498402ad2999e2,Sabella,"Made it right",4
80d0103b6c7b42acc9d90f7fa905b50547a22533a17c90232755aa8f45698991,"Jamie Lawson","Wasn't expecting that",3
f13f19dd18a92ff8686b7fb606a5447880cc8ff8227abdc718e74b2c12d10761,"The Internet","Get away",3
3b481c68c557c2e4e6718a9005d0df6edb6758df0cf0ec2076a88c5f3d76fb1e,"Matt Corby",Monday,2
5579c9e940e32cb925b2fff08b7ea801acd7aa507672e02ad7e927a0f78d28de,"Tep No","Swear like a sailor",5
4d1525e54c5aa325b7c3207e52220fa07f26d2cd5605b47e321b6a2018ea4a41,"Matt Woods","Blue skies",5
8a40ff69edfc4bda815393ace14ea53b11ecaa45adfa14b8fa9eb2d2ec7eb4ea,"Tom Misch & Sam Wills","In the midst of it all",4
100d793a49e511ed96460196612ac774c8e8ec4dcc55efa0ebc8d5d0977b7c6d,"J Majik","Save me",5
2f23d7f9396cbe0da6f46e98be87b80b56affda00170ce93c876aeda234113e9,"Louis The Child & K. Flay","It's strange",7
ef88e7e686b97d57a6e64b0589368d719f866f4f6973c01d7c4b7c33c399c604,"Anna Of The North","The Dreamer",7
cd183cc1b96af180b48381cac15231f5985e6bc04fbde4f2fa99a3ca665be698,"Lawrence Taylor","Bang bang",3
95310553b63e082d1dc78759c924a2aec2d77071978ef92a97015ccde5e375c6,"The Avener & Kadebostany","Castle in the snow",5
0b21be157081a9279894faa626b8576deabfd451c7799ddd14c62629702a68b2,"5 Seconds of Summer","Hey everybody!",164
1dbe18b1e7e4b1c1abc4cb1dc8a65e907e4e80a88ca58284cd6d55076ab266ba,Sigala,"Easy love",131
93e76e979f412d970253f88eca65855057c1987278b2222cfa28faa7153588d6,"Julia Adams",0400AM,197
6ed6153c376fbbe07a1a9fbf853aef1bf712309161a0e6d152cbca6be46c4f09,Mö,Kamikaze,250
392fc04bde36ce3b384dab0e2da861a6792c87cd540503fe9662d26f46c5bc80,"Cheek feat. Kasmir","Makee Ja Selkee",1
69678ffaf8e4943929cbfff2b82006edc8750df6aff34ff21b8e2e8d6ec180ad,"Seinabo Sey",Easy,2
9213c64b881766e175bf4062451ea6baf02b6cf53313e5c5789af155829f6970,"Jess & The Ancient Ones",Samhain,1
5c53b17d8d9a1fbcfc2de1c36843baabe336aa61f418dd13439b3b55816ab9f6,"Shawn Mendes",Stitches,251
007454ae4a8575945bcf973a329622deea145b3add8134f654c9614b927c906e,"Take That","Hey Boy",1
1a49713731d37b7f45d690f52c0932d54f205f2963f9f143c3a9ca884299dc8c,"Girl Band","Pears For Lunch",1
0c72cdc978e2dfc0fd4450af69d8eff47b65e618dc4f9dc02f9b7ca1a670466f,Iglooghost,"Gold Coat",1
bbaacbc5011c3de4badbfa4fc3606c4ffb7b0e2562ae28d1a9b885c5c9857ab8,"Adam Lambert","Another lonely night",184
5a1a1f0676b055d233d17de098b6c5f6059c8e8efba9cb5fab2355d8f598794d,Audioslave,"Doesn't remind me",1
1dca744a6f62ec8760a439ae56a808443a6c7d5b123b353da59af0844a954112,"The Raconteurs","Steady, as she goes",1
fb6a96e40c1ca9d4c6e55f65ddcc842a09380b54c14140f9fd9ca5da028d4d5c,Ingenting,"Släpp in solen",1
880edb7be7996d122a191fea91e5c6d022865fba24e521131ea10e99f0e24deb,Yemi,Fenix,1
e5db6726d09463f5dd4e77510d9a3d2bde294a309f095faa160ab51d583ab5c8,Dawin,Dessert,204
55f5e2e88c64db5ed7f301d75d2cddc83dd49de936a0dc0b611c6e360aee2f2e,Tesseract,Survival,1
8da80d3acbd12a74a82d3ecc110895250fe70fbf014e6921d781819c560b2709,"Machine Gun Kelly","Bad Motherfucker",1
81d92e85d92467deef86ae34917f252ccb9e4c9ee51ad9fd98e45e57b5d9e08d,"Eliot Sumner","I Followed You Home",1
8043a984beb00ff1f890ceaee93e107aad4ae6f0a2c0a0763278b492eee31884,"Eklo & Jawster",Weightless,1
2756445b09f7ae1cde3b6238bcdb30abeaac0408630fe0ce3cbdcd92b89a594a,Navet,"Fever dreams",2
a96656a2ecea1479039ea4d2080d5b90e1fe97530c18db3f7ab0108794b91241,"Elohim X Casey Veggies","All that gold (remix)",1
99c1ac397f00c8cf219a82f4c7ac2815bf749191c6239d5d019c0e6fde5b1ebc,VOLAC,"I’m Gee (Original mix)",1
9635035a14a3b720131c34eb13c4a3dcf75cb4f501bcbecc09383fb87eece3f2,Phoenix,"Bourgeois (Uppermost remix)",1
d0f5eaf0ad592b2445c4585f8382a72242689dfd67ac4cabfb5e1e725a29b801,Ronzel,"London (Original remix)",1
16605a4c7f27c29fcdac78b2619ada21354cbf8bb30695da4ef2d5cf836b1c98,"Kate Boy","Lion for real",1
0dd5ca42037bb3ebbfc4a5b0e1a09099c8c1a35ff7a77ae7c0f7a2fd88000148,"Bee's Knees","Love will never do (Janet Jackson cover) feat. Scaveger Hunt",1
f62e3691e022b8ee0e8df2d10af9fcda273f1aec079427c5a37b0829cf428553,"Rae Sremmurd","This could be us (Arman Cekin & unknown remix)",1
0db558db7f3fc21474e0740a14d5bfac255212a83fdf8d202ef3e0869f6b528b,Lostboycrow,"Powers (Kill Paris remix)",1
b100102f14657ab09e917a586142a3a39c437d1c7e679027e9ca65d373bc0886,"Jaakko Eino Kalevi",Say,1
53163dbd2a2e9b57cdfe6089970bbcd569d4145be7a2dd412898a25bdc9c12ef,Elevate,"La dolce vita",1
4becf8db1b5341380a01619a1bfef031a4bf6de4c4644eb46afd72bb5bdda28e,Jawster,"A land so far",1
66dcccee2567f5deb4ddc8cc33fc6d02271964c6aec2597df753366097d8813d,KiTheory,"KITTY HAWK (Break Science remix)",1
7aeaf488390f3cdebbc261aefc279c302183daf02f2301454e288cef6361fea4,"John Carpenter","Fallen (Blank Mass remix)",2
8007194080a9b31140fde8a2409da8230295f8f68b04d70198ba7a9eda4846b4,"The Chainsmokers","Roses (OctoRed remix)",1
469c88b6657db6ef8dcbb5addcca02979cc215797e7263504f7b997ec8359eea,"Drunk Girl x Drivvin","What goes around",1
4985cec42394cfa395d4f0b9a3f3a7878fcb254694aa3cfcbcc7ad2040f9772d,ZOMBY,Slime,1
ffced30bca93b7f540ba62437f191edf5f128267d2c4aa5b1f233aa2d10f5fcf,"Midnight to Monaco","Suicide (NORD remix)",1
461534c24db29dafb322c5605fb86fa193e86459a671f27284df00737ba3dfba,"Kate Boy",Burn,2
b6d9b14d3c15a19fde36957c6372684e1307d79ee552f5d9f201bfcee793696c,"Machine Gun Kelly","World Series",1
242c2edbd6ad8347043a1af1b02f905a01ef278d80f9641d617354dd2c576daf,"Carl Deman",Vafan,5
71c180203d41148f529aa7e46f9c1df01f3a54069d51fb4d211b97065ab13aff,"5 Seconds of Summer",Money,1
d3710959b4685487170d787ba174279bca84abf7c7ba3f7702121d3b46e18f09,"Gwen Stefani","Used To Love You",2
4e583bcf8546c144e0e45bca294e2b19235b770d2237031dd5d6f19d141989c8,"The Vamps","Wake Up",102
e72a2effe4c398d6498bed7c9cc8ab593a577970f71881477cbdd7327d5e064e,"DJ Snake",Middle,1
bc15a198b797719840e83ab6036f0e0a5f25936449a2f05e9a9a086a67558f2b,"Wave Racer","Bubble Wrap",1
b3dbb2189f07443a933a0d8c7a0b78e534c3a229c7ad31e27f543b3d599fe9e8,Raury,Revolution,1
31a94d34069940ad002e9c2816d77bb095271046d9c6eda52d48db4c0d62ed13,Raury,"Trap Tears feat. Key",2
747c803b826099742e2535730c91d4cb03a4b8a73be7b927e2423f625567e950,Annie,Heartbeat,1
4d49b6367fd7e5504fe14bb0f6d6d25971135d03eaae8acccd0fe65d9cdea0c6,Annie,Dadaday,1
fe53e44d5a5003547a662307f363922f8993d490f04b22a4c3494ccde95df5d2,Ducky,"Rain Dance",1
5e02d909612a03bc4afb66cd4aebc1dc7b428a0e30709a0c1229e5ff89d60f1b,Folkhälsan,"Yeah (Gunpoint Edit)",1
d15535f944ce53398929073a48d66ff094562f09e1e88b977c7c92ac6827a283,Sophie,"Just Like We Never Said Goodbye",1
786e4402e88ec2fa587cb6fc4632c6571a5648989c10e51139d2b9b2a1f6ce18,"Danny L Harle",Forever,1
a94d4ddaaa9da137ad5bdd86a1313fee6a96ad4f11568be7980fbe2739dc538e,Myrne,"Brand New (feat. Liz)",1
782b3bc0ffb7d284673eec8cb9bd3e647fac01edb5efe51f29813115085e69b2,Pixelord,"Tumblr Girl",1
5ec4cd1e772c4013a9bc24f4a7881c5068ae58c94a4a4daa82ac4997ff466179,Hucci,"A Perfect Storm",1
15ffc762c2b5ce41bc91a09a73e1fcf6108f90a591c2ab10294de8e51aee4406,"Ji Nilsson","Special Kind",1
5815074deb027d88a072c41d133eef02053a0017c954dce1b7c3c09d36eb5995,Chairlift,Ch-Ching,1
24ee5c02f09f186c8b41246bd6b436a80e290b7d52fd12bce0cecf4883492deb,Stwo,"Haunted (feat. Sevdaliza)",2
51fa010de6a332f3e37b07fc4a6111397a7e6cad9d0e82ff16d842589c933f32,"LA Priest & Lxury",Show,1
39ceee7fe30819121182da907b4a598d7bff46a0f324f7265c13ae1e2a8fbe27,Tala,"Wolfpack feat. Banks",1
55798ed584d16a15bad130c572720398f0f39b8372cd839aa2f485dd5da6d8ce,Babyface,"Meditation feat. Arca",1
251371cee6a7a55b9b00b603e03b4bcdc1687e6a877a7d651e76bfd2e598cf97,Rihanna,"Only Girl (In the World)",1
9ed87fe7d4d24629b2a28c218a053ab2a5d0827062307abdd8fa5a7f0e528a3c,"The Neighbourhood","RIP 2 My Youth",2
2b837e70f37aff16f0e6da86a29d57504e709ebe2b0404018fce7460feb34b68,"John Newman","Lights Down",1
49b8d2574912ed37c970b9cec4cb5ceffad9b48f804c9db5ffd00ff37863c9c9,Børns,"Electric Love",227
e92eb73fd60cf0ee8920c1f3638a8954423bbe77de3a301e0436c6a1b968c654,Movits,"Dansa I Regnet",4
de39c777f7f67437be85df8a9e7401ea38dbaeb26d899679a411fa8599183548,"Ghost Town",Spark,2
12fa7bfc58f56e6094f7ebf3635adf78099e6d1ba740aec876e669ad247a956a,"New Order","Tutti Frutti",1
e9ab406abe55ca8e76061ea68e1fcfc51e377c49d46a87ffeb9fa758eeb74c0c,"Timo Räisänen","Sweet Marie",1
3963e747deb82ed79c3f48d68d3c4584c7754f280b4b3ad61c22eec8d373c485,"One Direction",Perfect,157
b5656a0020d9c8a876e5616800d0851e3f37a962a471cad4e750fffc6d197fa0,"Tjr & Gta","Mic check (original mix)",2
5ad923f45f981423b124b5077adc8db5e87445590946011b11ab477ce7b2d1ea,"The Tallest Man On Earth","Fields of our home",1
ee84b2b8d3fb4ef8a85bdf229ceb78df2c8044a93f4e4c737448099afade2605,Ruefues,"Like an animal",2
bcfb92b674be6e80ecf8825d830684f1534c4fe136f275260d2c55166f5b5c9e,"The Avener & Ane Brun","To let myself go",5
a6d9c5a8d3da06943562f3955d0c1f93c48ff43abd11ba9c3f825032f33c8a37,Xylo,"L.A. love song",7
1aae8b361bb49a50390192eab8ff59d61b2c5f613f3dbb4ddec54781c83bcc15,Hurts,Policewoman,1
71ef65eed104540d4428cb67a56e911066fa91c6478a03fa3af7d98e6314fb27,"Backyard Babies","Bloody Tears",1
3c97fad7237495fdda25b7362a0934954a250094837d4017af662ed1204f1e49,Adele,Hello,224
6869f1ef75f41419d2984dcfc87ae9e9d93135cc80c12679f01dd3edae2e5444,"Astrid S",Hyde,1
91d1be59b7711f1dfd92b8f1f71b4257d7036556f639d235941cce43f867b9fc,Donkeyboy,Lost,168
d8f1bcef98b0a5b0e7a767ca43bed641389b3f77bbeefd9fef9bfb003f44043e,"Justin Bieber",Sorry,313
63c592c92d6426be28643a667bd4567535000d1c9dc715c1c3080e03ac6a6672,Anthrax,"Evil Twin",2
90a8825bd92e94288fc37e0fbdaafe45e62140dca362548d357172db95043602,"Michael Monroe","Old king's road",1
e8211881b84150685109fcc931b4e3ec069bb903992196b636e6b281f993a416,Duvchi,"Unfamiliar Love",2
c33dc8df6a485d00edf5fdd7743408cdd8d75d6e63fb6bc2b8a4950ff05eefd9,Raring,"Tillfällig Fördrivelse",1
72048b7e519308a500eb2f19740429a54bf6cf3d9cc475453f702adc88c57f9a,WSTRN,In2,1
099c1b2e53bcaa7cfcaf33b90e6f2fee23520179380c632002b958d4c01f4f3e,Ronya,GTFO,140
49d45c5131e3f0746bbccb0fc135054d19aa71089201fa3a1145b0d5a13a137c,"Unge Ferrari",Lianer,159
5454323179024579077650475d8d9d623b2b7d25e730762f832644fa3ec5835e,"Ison & Fille","Tänd Ett Ljus",53
7aa7b36c29a17f26f047e97c4a95c820bda5bff236d83804cf43ee2a48a85ebf,"Satellite Stories",Heroine,102
f0b2f601bf2ac862e4bb045e4a7b4c05c79e73e224e0b2cba3944081795a167c,"David Bowie & Mick Jagger","Dancing in the street",1
dfa21c5946d277505e7d0668f34e5009c7e0021760c96ae179563943f73e2ef3,"Hanoi Rocks","A Day late, a dollar short",1
a5b6bb2bc633cd84521af65474861f57d39ce966211a7ec656a933299e2d2025,"Billy Talent","Devil in a midnight mass",1
4cc44e1df83349f68dda2e938a36797f5f60e7fc4910fe130d98bfb17f369a92,Clawfinger,Evolution,1
dd2ec9987b3eb1e7c107a4fa9dfd1706a932edb6259d2e78784dc2e8d9b30be1,Sakarias,Wavy,1
b9a5fe97f559cbd74b5abd23bf578c71886b6bab35c679d55a6fef7d8db38720,Regimen,"Zara Larsson",1
98678f84eb7965b62277179a9f34f076198ceb9b2c6b710611e499f3386796cc,Petri,"Here I Am",1
3a741d8a0f571f8b3aed704bc4a002ae81b16571318b0284247fe7320efe0f53,Tesseract,Messenger,1
328920e165c196f87a90b32d5240da9858e625ee23f7454b56d9d8dd8547537f,Paleface,"Mars Today",1
b825e12cd3f995c92d5663136c06944ad6f0e24571a0010c049ded41c4b7b269,Mankku,"Stick & Brinn",1
d51d80195e120df23d998db6c5ea614375baa9a3eafcbaae4840c3333b7b51c1,"Miriam Bryant","Ett Sista Glas",1
eeb9a31292a5bf5e8363f8ceaef48a671a2197bbcd8eee97fe935d9293a63fd5,Kleerup,"Så Länge Skutan Kan Gå",1
6dcc1d86676f0542cacf8b4f872e7f40de3f73a6610a62d54b7c99afde5c0333,"Vanessa Falk",Burn,1
552a55b2d8c53ea3fa77858ce5d11f06833bc43292119ee10ee5e956883a4a10,Anyma,"Sive A Shh",1
0d6d46ade2263fc4807f9d2060716789d8cfafdccd6b7191ec432d1672bea7f6,Dismissed,"Dance On The Borderline",1
26a62f7ceb51030db4edcaaf91f4a6a730fc2d5fc9bffd65b649b0d03b1912ca,"Niki & The Dove","Play It On My Radio",1
97270f22db8d2b3ed907c2684c86f415e20581d128af76dd8edb3296e129faf8,Erato,Hello,1
93dff3a967b59ffa8732b2be1d8989e67811b094715f117b6f49ebf008aada15,Grimes,"Flesh Without Blood",2
d65c9ef1ec015148b3a532da152523673ba5ec7cca6aaaa5e61c61c96756f750,Beri,100,1
5c134ef5b6c76f83a624d20913fa1b097b2efeaf5922499231a1709ebe06a8b6,"Armin van Buuren","Strong Ones",1
99041f0bfcba30eaa7e1e1db5e98a233d8f54bb88b0f5f92b64e99da6b61ffe2,Leprous,"Within My Fence",1
9f9f7e0aa48454d66053b3b87ff23ade35d7e1f07d6e5f8ac4a3831b15b93861,"Ida Lafontaine","Shut Up And Kiss Me",2
14627290921d44469a95f63ce1acf08b3b52e9474cf54f1d5342c589acdd735c,"Stylo G","Number 1",1
